,0.1,0.25,0.9,0.99
0,0.0,0.0,0.006331128425199801,0.4146273614889347
1,0.0,0.0,0.008473358256582412,0.4271930477251794
2,0.0,0.0,0.012233138377499352,0.4461372249069135
3,0.0,0.0,0.017729987214436964,0.4683106109018335
4,0.0,0.0,0.025029385320973607,0.492435126449234
5,0.0,0.0,0.03241997477726562,0.5165621828343928
6,0.0,0.0,0.039522624851902034,0.5352541815987666
7,0.0,0.0,0.04293073127725049,0.5409679971407779
8,0.0,0.0,0.005942968350721374,0.41167321646555405
9,0.0,0.0,0.007568049162539919,0.4211952575130396
10,0.0,0.0,0.01084133697966643,0.43748418162833685
11,0.0,0.0,0.016364987497171697,0.4583782424591969
12,0.0,0.0,0.026003764049957846,0.4832311529495658
13,0.0,0.0,0.0361451166901074,0.513524301566897
14,0.0,0.0,0.04930896588659698,0.545760878337991
15,0.0,0.0,0.05726079661297491,0.5573616447309656
16,0.0,0.0,0.005007851077153323,0.3967386232819262
17,0.0,0.0,0.0057745751715152635,0.3938276769942372
18,0.0,0.0,0.006703838512370339,0.3754845304321811
19,0.0,0.0,0.0,0.0
20,0.0,0.0,0.025525505230187883,0.4216703730683034
21,0.0,0.0,0.03877508310156859,0.49381188777381096
22,0.0,0.0,0.06759878905598786,0.5612056725388526
23,0.0,1.6075102880658434e-05,0.08431774996220581,0.5858527927961397
24,0.0,0.0,0.004144523551963619,0.36925894475949167
25,0.0,0.0,0.004694470159416486,0.3529701833271653
26,0.0,0.0,0.0057586038382275865,0.3065211545795258
27,0.0,0.0,0.007821088295311668,0.20039821628743973
28,0.0,0.0,0.020324771437914415,0.30074668373497915
29,0.0,0.0,0.0,0.0
30,0.0,3.215020576131687e-05,0.09171956519172947,0.5690101801025426
31,0.0,0.00025720164609053495,0.1291585247595596,0.6282536019154089
32,0.0,0.0,0.0031054935925030423,0.3326438363074146
33,0.0,0.0,0.0031308764006466273,0.2913615402411634
34,0.0,0.0,0.0026618129837940162,0.19730103701489599
35,0.0,0.0,0.0,0.0
36,0.0,0.0,0.034417119132943916,0.2892855671110247
37,0.0,3.215020576131687e-05,0.061926440343707985,0.3619474767213057
38,0.0,0.00024112654320987653,0.10898924734479858,0.5348145343624037
39,0.0003703703703703704,0.003038194444444444,0.20966383729709828,0.6896929092098875
40,0.0,0.0,0.0017915354392837712,0.30611073194969496
41,0.0,0.0,0.0,0.0
42,0.0,0.0,0.0,0.0
43,0.0,0.0,0.010842329563305622,0.0862742458464933
44,0.0,1.6075102880658434e-05,0.03248330878854812,0.21392921075511473
45,0.0,0.00022505144032921809,0.06302526479324264,0.2727108405103244
46,0.0,0.0,0.0,0.0
47,0.011851851851851851,0.03356481481481481,0.36006834023304424,0.7720324157301287
48,0.0,0.0,0.0011026986151216917,0.2888561140278231
49,0.0,0.0,0.0,0.0
50,0.0,0.0,0.0013634486455780769,0.05768996663133347
51,0.0,0.0,0.003660993397786162,0.04750809956124217
52,0.0,0.0,0.0,0.0
53,0.0003703703703703704,0.0027970679012345673,0.11568109508970427,0.25052008998957315
54,0.0,0.0,0.0,0.0
55,0.34518518518518515,0.36665702160493824,0.6305036785201981,0.877767135561554
56,0.0,0.0,0.0008078832546652637,0.28035747850729575
57,0.0,0.0,0.0007193171839501385,0.20079060007770141
58,0.0,0.0,0.0008880878782012988,0.1273105852714034
59,0.0,0.0,0.0,0.0
60,0.0003703703703703704,0.0030221193415637853,0.13824884768987872,0.23959035821331837
61,0.011851851851851853,0.03356481481481481,0.3225806448269864,0.4864410777333221
62,0.34518518518518515,0.36665702160493824,0.6144393238803549,0.7371027960242635
63,0.0,0.0,0.0,0.0
