,0.1,0.25,0.9,0.99
0,0.0,0.0,0.00551999310575215,0.41451121261388796
1,0.0,0.0,0.007673345066613619,0.4270842873904742
2,0.0,0.0,0.011457936538648655,0.44603895453261555
3,0.0,0.0,0.01699584148235821,0.46822341741939927
4,0.0,0.0,0.02434194824993963,0.4923584142827771
5,0.0,0.0,0.03174563576189433,0.5164938736588038
6,0.0,0.0,0.03887278015685188,0.5351886711166278
7,0.0,0.0,0.042293947141633564,0.5409034965830835
8,0.0,0.0,0.005132112114344364,0.4115552231393629
9,0.0,0.0,0.0067654055367979155,0.4210829256378887
10,0.0,0.0,0.010060867921283606,0.4373810853361458
11,0.0,0.0,0.015630469720865126,0.4582861138669147
12,0.0,0.0,0.025355399841772725,0.4831509171522658
13,0.0,0.0,0.0355000363982948,0.5134575384734303
14,0.0,0.0,0.04869913047694825,0.5456985247168737
15,0.0,0.0,0.05667619356926911,0.5573012467296395
16,0.0,0.0,0.004218438114358631,0.3966183213683954
17,0.0,0.0,0.005005687531393302,0.39371271930926455
18,0.0,0.0,0.0059928237121132065,0.3753796039491624
19,0.0,0.0,0.0,0.0
20,0.0,0.0,0.024960733913996506,0.4216023405844375
21,0.0,0.0,0.03817494617665048,0.49374650767149036
22,0.0,0.0,0.06705377330655544,0.5611484861092632
23,0.0,0.0,0.08380663716505089,0.5857981919916926
24,0.0,0.0,0.003410150862681158,0.3691398103208651
25,0.0,0.0,0.004003658091186931,0.35285979494286346
26,0.0,0.0,0.005182013997731932,0.3064311036670175
27,0.0,0.0,0.007491409309486492,0.2003491065980678
28,0.0,0.0,0.019917141906940626,0.3006925289958364
29,0.0,0.0,0.0,0.0
30,0.0,0.0,0.09125045012780339,0.5689592124445879
31,0.0,0.00019290123456790122,0.128723895942196,0.6282050595670393
32,0.0,0.0,0.0024672772141370865,0.3324650515626767
33,0.0,0.0,0.0025676703433630825,0.29123833766030327
34,0.0,0.0,0.0022847297164961754,0.19722841545070216
35,0.0,0.0,0.0,0.0
36,0.0,0.0,0.034108294055436056,0.2892436884689871
37,0.0,0.0,0.061622609676504014,0.3619088360777689
38,0.0,0.00019290123456790122,0.10860008515550076,0.5347706016411948
39,0.0,0.0028935185185185184,0.20930021584481248,0.6896535128605347
40,0.0,0.0,0.0013170186737229686,0.30588360856300734
41,0.0,0.0,0.0,0.0
42,0.0,0.0,0.0,0.0
43,0.0,0.0,0.010761648784612365,0.08625515622800242
44,0.0,0.0,0.032285446662368635,0.21389903127737758
45,0.0,0.00019290123456790122,0.062832057705253,0.27268318555842164
46,0.0,0.0,0.0,0.0
47,0.011111111111111112,0.03337191358024691,0.3598068264503599,0.7720046712233447
48,0.0,0.0,0.0007532607303241097,0.28859498451371807
49,0.0,0.0,0.0,0.0
50,0.0,0.0,0.0013209503345080161,0.05763303886442364
51,0.0,0.0,0.0036202622498265726,0.047482217161006327
52,0.0,0.0,0.0,0.0
53,0.0,0.002700617283950617,0.11561525523411517,0.25050770157210084
54,0.0,0.0,0.0,0.0
55,0.34444444444444444,0.3665123456790123,0.6303669449960765,0.87775280763035
56,0.0,0.0,0.0005352250099987032,0.28007879840844957
57,0.0,0.0,0.0005545153903085038,0.20057377736191184
58,0.0,0.0,0.0007945857845514295,0.12716926517338298
59,0.0,0.0,0.0,0.0
60,0.0,0.0028935185185185184,0.13824869806558907,0.23958585340247118
61,0.011111111111111112,0.03337191358024691,0.32258043322628666,0.486432354149348
62,0.34444444444444444,0.3665123456790123,0.6144391742560652,0.7370982912134164
63,0.0,0.0,0.0,0.0
