,0.1,0.25,0.9,0.99
0,0.10091816465024293,0.2664530374966318,4.734347319910228,49.72372931083578
1,1.010091816165923,1.0666132581880088,5.2609124848624775,50.22649199667998
2,1.010091816165923,1.0666132581880088,5.2609124848624775,50.22649199667998
3,1.010091816165923,1.0666132581880088,5.2609124848624775,50.22649199667998
4,1.010091816165923,1.0666132581880088,5.2609124848624775,50.22649199667998
5,1.010091816165923,1.0666132581880088,5.2609124848624775,50.22649199667998
6,1.010091816165923,1.0666132581880088,5.2609124848624775,50.22649199667998
7,1.010091816165923,1.0666132581880088,5.2609124848624775,50.22649199667998
8,1.010091816165923,1.0666132581880088,5.2609124848624775,50.22649199667998
9,1.010091816165923,1.0666132581880088,5.2609124848624775,50.22649199667998
10,1.010091816165923,1.0666132581880088,5.2609124848624775,50.22649199667998
11,1.010091816165923,1.0666132581880088,5.2609124848624775,50.22649199667998
12,1.010091816165923,1.0666132581880088,5.2609124848624775,50.22649199667998
13,1.010091816165923,1.0666132581880088,5.2609124848624775,50.22649199667998
14,1.010091816165923,1.0666132581880088,5.2609124848624775,50.22649199667998
15,1.010091816165923,1.0666132581880088,5.2609124848624775,50.22649199667998
16,1.010091816165923,1.0666132581880088,5.2609124848624775,50.22649199667998
17,1.010091816165923,1.0666132581880088,5.2609124848624775,50.22649199667998
18,1.010091816165923,1.0666132581880088,5.2609124848624775,50.22649199667998
19,1.010091816165923,1.0666132581880088,5.2609124848624775,50.22649199667998
20,1.010091816165923,1.0666132581880088,5.2609124848624775,50.22649199667998
21,1.010091816165923,1.0666132581880088,5.2609124848624775,50.22649199667998
22,1.010091816165923,1.0666132581880088,5.2609124848624775,50.22649199667998
23,1.010091816165923,1.0666132581880088,5.2609124848624775,50.22649199667998
24,1.010091816165923,1.0666132581880088,5.2609124848624775,50.22649199667998
25,1.010091816165923,1.0666132581880088,5.2609124848624775,50.22649199667998
26,1.010091816165923,1.0666132581880088,5.2609124848624775,50.22649199667998
27,1.010091816165923,1.0666132581880088,5.2609124848624775,50.22649199667998
28,1.010091816165923,1.0666132581880088,5.2609124848624775,50.22649199667998
29,1.010091816165923,1.0666132581880088,5.2609124848624775,50.22649199667998
